week,geo,impression_tiktok,impression_tv,impression_outdoor1,impression_google,impression_facebook,impression_outdoor2,impression_organic,market_share,cost_tiktok,cost_tv,cost_outdoor1,cost_google,cost_facebook,cost_outdoor2,conversions,revenue,population
2021-10-04,Geo10,3861939,182000,1180000,5447360,1431960,,859437,0.05332322526751866,28318.530000000,1754.231700000,8771.590000000,42450.406000000,11157.706000000,18775.81070426072,22297530.000000000,443744.214811440,994048.940000000
2021-10-18,Geo10,1585282,109000,152000,2615034,0,,0,0.058829301804334114,11624.434000000,1055.242400000,1130.429300000,20378.543000000,0E-9,1795.1782095947553,23335340.000000000,465816.346760940,994048.940000000
2023-09-11,Geo10,1592315,0,77000,3624177,3847583,,0,0.02500928628488244,11676.005000000,0E-9,568.584600000,28242.635000000,29980.025000000,991.3626118669325,11932726.000000000,238361.082334934,994048.940000000
2021-11-22,Geo10,2541663,,1443000,6700130,2281962,,1916038,0.048737456953676234,18637.312000000,21908.986000000,10720.736000000,52213.043000000,17780.846000000,21675.524878344182,21125982.000000000,422527.498865304,994048.940000000
2023-02-06,Geo10,1407816,1277000,2783000,3509637,2531022,,0,0.013263268872653167,10323.125000000,12309.066000000,20681.592000000,27350.043000000,19721.500000000,37243.84762054617,5597731.500000000,112052.450357963,994048.940000000
2022-08-29,Geo10,1959522,2130000,1264000,3438988,4472536,,1968450,0.031584088985893696,14368.632000000,20531.195000000,9395.185000000,26799.484000000,34849.605000000,17599.85177272503,13976052.000000000,279384.675660636,994048.940000000
2022-12-05,Geo10,2615050,195000,72000,4728774,704680,,451822,0.03972468523668951,19175.438000000,1879.683300000,535.279200000,36850.580000000,5490.804700000,873.4607955335749,17239838.000000000,342609.748630996,994048.940000000
2023-11-06,Geo10,4134691,2683000,324000,4998142,968268,,2311146,0.0572686757380865,30318.545000000,25864.889000000,2410.621600000,38949.723000000,7544.658700000,4401.777289026447,20602144.000000000,409785.194049760,994048.940000000
2023-12-04,Geo10,3117932,2830000,748000,2713322,1514612,,1822241,0.07460450999393622,22862.932000000,27285.533000000,5556.147000000,21144.486000000,11801.723000000,8238.745442882528,26183166.000000000,524742.642468852,994048.940000000
2022-09-19,Geo10,545147,2042000,2980000,5054564,3767518,,1744303,0.021879647434161056,3997.412000000,19686.652000000,22145.463000000,39389.410000000,29356.168000000,37253.060100540606,10137689.000000000,200710.701122763,994048.940000000
2022-07-18,Geo10,3398918,1733000,873000,2834398,1682880,,1577275,0.061630286933196075,24923.324000000,16711.176000000,6490.816000000,22088.012000000,13112.852000000,14025.982153678318,21203758.000000000,429188.870316860,994048.940000000
2022-11-14,Geo10,4504412,737000,3291000,7167588,2197318,,5801781,0.04596666045739389,33029.605000000,7101.856400000,24453.752000000,55855.867000000,17121.309000000,50309.97977576004,20861718.000000000,416179.132580124,994048.940000000
2021-04-12,Geo10,0,3022000,235000,3730367,2306858,,0,0.04286226075319904,0E-9,29139.080000000,1744.885100000,29070.154000000,17974.834000000,3181.786244661762,19101068.000000000,380479.388083564,994048.940000000
2021-09-13,Geo10,1929375,1081000,3025000,5585310,3526956,,161251,0.016538908607458668,14147.573000000,10419.684000000,22480.262000000,43525.430000000,27481.730000000,40296.84370875407,7625273.000000000,152105.819442070,994048.940000000
2021-02-22,Geo10,3083046,587000,985000,3188312,4294520,,0,0.03935719453009213,22607.121000000,5664.021000000,7318.962400000,24846.006000000,33462.520000000,14374.709477335222,17244990.000000000,348171.019398090,994048.940000000
2022-01-17,Geo10,3205130,882000,649000,6274934,3791127,,1023778,0.03353796378185007,23502.330000000,8504.848000000,4820.463000000,48899.560000000,29540.127000000,8449.369534931713,15404715.000000000,309690.567377730,994048.940000000
2023-08-21,Geo10,1273496,0,859000,4941238,2527786,,3605421,0.038014025946795954,9338.194000000,0E-9,6379.723600000,38506.280000000,19696.285000000,9729.617210570417,16970130.000000000,337899.216183300,994048.940000000
2023-10-09,Geo10,2908446,456000,1313000,3998238,2774514,,2371765,0.08070972217924531,21326.830000000,4394.521500000,9753.163000000,31157.630000000,21618.768000000,21147.428836430718,29158000.000000000,582385.942574000,994048.940000000
2023-10-02,Geo10,3632117,1384000,1627000,4692293,2354130,,1669469,0.06260768049447228,26633.309000000,13346.829000000,12091.184000000,36566.293000000,18343.172000000,19354.23616621926,24092068.000000000,483433.147024828,994048.940000000
2023-05-01,Geo10,3236816,892000,2296000,4109901,2554501,,3839498,0.04394734775391951,23734.676000000,8601.579000000,17061.410000000,32027.803000000,19904.445000000,33819.74492671718,18847180.000000000,379357.584508760,994048.940000000
2023-11-27,Geo10,1609502,2757000,538000,1249812,1634391,,516508,0.031830291625139354,11802.033000000,26584.287000000,4001.077100000,9739.586000000,12735.030000000,7775.794729054971,12486615.000000000,249645.305753295,994048.940000000
2021-11-08,Geo10,1522496,0,3105000,5325041,4292496,,480162,0.025012043450982697,11164.042000000,0E-9,23072.440000000,41497.195000000,33446.750000000,41036.143513072326,12098038.000000000,239431.592567872,994048.940000000
2021-09-27,Geo10,2218974,894000,516000,3201629,2718332,,227525,0.055954659039840496,16271.122000000,8618.307000000,3835.248800000,24949.783000000,21181.002000000,6674.111182498231,22275314.000000000,450172.468226092,994048.940000000
2021-08-09,Geo10,3536310,1757000,103000,6408722,3215118,,3058280,0.037112336312359516,25930.781000000,16941.553000000,766.425540000,49942.150000000,25051.916000000,1285.0501513789554,15868693.000000000,315907.846665888,994048.940000000
2022-04-18,Geo10,1451105,711000,1192000,3814068,127333,,0,0.015872743439855924,10640.551000000,6852.601600000,8858.182000000,29722.424000000,992.167500000,15708.486074809833,6734480.000000000,134335.541448480,994048.940000000
2021-03-15,Geo10,1366491,0,460000,4704638,1268181,,888291,0.03547395836635396,10020.100000000,0E-9,3417.913300000,36662.492000000,9881.554000000,6013.001653975521,16709609.000000000,334617.356001005,994048.940000000
2023-08-28,Geo10,1409034,1183000,1692000,6802788,3842862,,1443273,0.04554685215801808,10332.056000000,11406.975000000,12573.109000000,53013.040000000,29943.242000000,23386.604690308017,19847992.000000000,395284.034339456,994048.940000000
2021-12-20,Geo10,1929190,2450000,580000,4507034,1682065,,2257127,0.05144858591928039,14146.216000000,23625.424000000,4311.467000000,35122.598000000,13106.502000000,9292.061833514636,21814824.000000000,433642.553956632,994048.940000000
2023-01-09,Geo10,1640130,310000,23000,3289447,3249284,,107320,0.028541440417245725,12026.619000000,2985.503700000,174.544980000,25634.137000000,25318.135000000,320.9524732570668,13202194.000000000,263802.583500262,994048.940000000
2021-08-30,Geo10,1401580,1321000,2052000,6021694,3297570,,2765960,0.027086983978486884,10277.398000000,12738.188000000,15248.859000000,46926.100000000,25694.373000000,33292.85744775368,13539174.000000000,270417.272421648,994048.940000000
2021-08-02,Geo10,663734,1607000,2998000,4900998,3333564,,3080152,0.015229662095391667,4866.977500000,15492.784000000,22280.334000000,38192.695000000,25974.836000000,40888.07628610766,7653483.500000000,152779.733084570,994048.940000000
2022-12-12,Geo10,697968,2332000,934000,4637678,1381570,,2308165,0.04473776326254904,5118.006000000,22479.650000000,6941.932600000,36140.684000000,10765.071000000,11303.668469113305,18091786.000000000,358573.409148480,994048.940000000
2023-02-13,Geo11,3028994,1836000,586000,2090354,879971,,1232279,0.047016105928459284,22210.773000000,17702.130000000,4356.773400000,16289.795000000,6856.656000000,8766.791022177444,10674302.000000000,213391.711193226,659730.000000000
2022-10-17,Geo11,1390226,1862000,2991000,4224141,2695197,,2090695,0.02058833886588068,10194.142000000,17955.916000000,22223.057000000,32918.055000000,21000.736000000,34460.00392595368,6288416.500000000,126129.278818684,659730.000000000
2021-08-30,Geo11,1446702,,1387000,4733867,2270602,,2248896,0.026018571281855613,10608.265000000,15266.746000000,10303.512000000,36890.273000000,17692.330000000,15586.722266852166,6655620.500000000,133069.314857263,659730.000000000
2021-12-06,Geo11,1383020,710000,143000,1229517,479627,,461020,0.05254381056176116,10141.303000000,6847.974000000,1065.185900000,9581.430000000,3737.211200000,2096.7435938969597,11610794.000000000,232982.842608464,659730.000000000
2023-08-21,Geo11,3493681,1283000,2416000,4166888,2997006,,2143401,0.037296895592657794,25618.195000000,12365.564000000,17955.773000000,32471.895000000,23352.406000000,31736.252384837575,9740289.000000000,194014.050348924,659730.000000000
2021-06-07,Geo11,274763,399000,495000,2647062,1129826,,1489923,0.02954723551460455,2014.761000000,3849.686000000,3676.821500000,20628.133000000,8803.504000000,7082.761169883693,7072224.000000000,140917.097184096,659730.000000000
2021-11-15,Geo11,655420,1533000,202000,2167421,176239,,1014142,0.045380794022224856,4806.013700000,14777.058000000,1501.618900000,16890.365000000,1373.238800000,2573.545705554057,10807887.000000000,215770.871684835,659730.000000000
2022-12-19,Geo11,2100667,1269000,68000,3608444,1924528,,337807,0.040131584107465444,15403.610000000,12235.619000000,506.573550000,28120.027000000,14995.752000000,946.6016756711571,9609930.000000000,193382.312737680,659730.000000000
2022-11-28,Geo11,958893,1256000,450000,3783030,3168794,,1272480,0.03914262685818686,7031.297000000,12107.806000000,3342.742000000,29480.550000000,24690.963000000,5129.33904169489,11271937.000000000,226068.920181859,659730.000000000
2022-08-22,Geo11,1139697,2129000,153000,1825975,1828337,,647867,0.07385927747302494,8357.082000000,20525.055000000,1133.676800000,14229.532000000,14246.240000000,1970.0281484022757,17863856.000000000,356867.769739760,659730.000000000
2021-05-31,Geo11,442699,429000,1395000,3159934,1836652,,162829,0.009141554429903461,3246.189200000,4138.383000000,10362.625000000,24624.861000000,14311.030000000,16807.466948502715,2465725.500000000,49951.572100259,659730.000000000
2021-04-05,Geo11,978175,108000,969000,3860110,580958,,874136,0.0774156581135161,7172.686500000,1038.929400000,7202.943400000,30081.223000000,4526.773400000,11388.783573036355,15685235.000000000,313386.085821445,659730.000000000
2023-12-11,Geo11,2237785,,1039000,4077065,2632007,,698151,0.050675927837690565,16409.059000000,0E-9,7717.483000000,31771.918000000,20508.365000000,14916.749098630366,12678505.000000000,253639.971241055,659730.000000000
2023-12-04,Geo11,1656276,925000,912000,808656,2147986,,81378,0.06790539660593665,12145.013000000,8914.919000000,6774.714400000,6301.727000000,16736.918000000,14794.730391018371,14467704.000000000,288636.554220120,659730.000000000
2021-08-09,Geo11,2303642,249000,535000,2589041,387876,,0,0.03650596392927853,16891.970000000,2399.249500000,3978.888400000,20175.984000000,3022.295400000,6311.075911575337,7847141.500000000,155737.163791374,659730.000000000
2023-11-13,Geo11,388772,1197000,93000,1904026,2051353,,398889,0.0381133321718215,2850.757600000,11544.015000000,692.458100000,14837.771000000,15983.961000000,1029.9305381161844,9041272.000000000,181481.782099568,659730.000000000
2023-11-27,Geo11,2479247,742000,1291000,1438963,1789324,,318177,0.08406256026373411,18179.633000000,7153.225000000,9593.249000000,11213.609000000,13942.254000000,17773.37061842263,18577880.000000000,371786.498059480,659730.000000000
2022-12-05,Geo11,2401785,11000,826000,2339496,578254,,730858,0.08018745238095275,17611.623000000,109.794340000,6138.137000000,18231.320000000,4505.704000000,10477.161578615454,15000337.000000000,301041.763253000,659730.000000000
2022-07-11,Geo11,2671748,1228000,444000,4313428,3073750,,1172894,0.039784974444643746,19591.188000000,11835.720000000,3297.004400000,33613.855000000,23950.389000000,5753.266890160381,9391156.000000000,186933.570921368,659730.000000000
2023-10-09,Geo11,1863988,0,121000,3024017,1769768,,1869338,0.03480230296695282,13668.108000000,0E-9,902.835000000,23565.682000000,13789.876000000,1339.738921218746,7227261.500000000,144574.413681937,659730.000000000
2023-05-22,Geo11,1146544,245000,659000,3272226,1458868,,902860,0.05248777668464787,8407.290000000,2361.542500000,4897.410000000,25499.936000000,11367.370000000,7627.102020871011,12162278.000000000,245002.279434320,659730.000000000
2022-02-28,Geo11,2277152,451000,120000,1804922,1005665,,2573,0.06957301791141651,16697.725000000,4347.000000000,892.847900000,14065.469000000,7836.053000000,1370.8385981474607,15819209.000000000,313692.905430457,659730.000000000
2021-05-10,Geo11,0,394000,1792000,3759983,1430317,,749392,0.02529122449282946,0E-9,3798.163300000,13313.155000000,29300.947000000,11144.904000000,23652.19374228577,6260021.000000000,125129.882083372,659730.000000000
2023-08-14,Geo11,2890604,331000,2120000,3021324,826715,,966711,0.04823120511932015,21195.998000000,3191.373000000,15751.383000000,23544.695000000,6441.690000000,26631.882771162753,11766351.000000000,236822.229053325,659730.000000000
2022-09-19,Geo11,1551264,1781000,777000,880225,2546781,,417,0.04621733807762946,11374.989000000,17170.945000000,5776.473600000,6859.453000000,19844.293000000,12016.862629493635,12680113.000000000,252720.167939155,659730.000000000
2023-02-20,Geo11,1124914,1014000,1073000,2425414,2208073,,322891,0.04938200892416716,8248.683000000,9776.498000000,7976.183600000,18900.863000000,17205.110000000,16970.491233458954,12124126.000000000,242250.221745840,659730.000000000
2022-11-14,Geo11,491246,1741000,804000,3795166,1422675,,882509,0.05763157261995455,3602.171000000,16788.016000000,5976.640600000,29575.123000000,11085.358000000,12756.144687972914,14134143.000000000,284020.345683804,659730.000000000
2023-07-17,Geo11,0,1010000,423000,1331372,0,,0,0.09001501513597962,0E-9,9737.094000000,3146.446500000,10375.170000000,0E-9,5473.710609269093,16527311.000000000,331341.745587674,659730.000000000
2022-12-26,Geo11,0,,1843000,1498190,2568684,,722458,0.030705845542344748,0E-9,736.609400000,13693.009000000,11675.156000000,20014.957000000,23828.364578681776,7788657.500000000,155340.240838835,659730.000000000
2023-07-31,Geo11,350835,0,205000,902832,1824537,,0,0.00857084168728496,2572.576000000,0E-9,1521.340600000,7035.626000000,14216.631000000,2808.467687536216,2149347.000000000,42723.159240078,659730.000000000
2022-09-26,Geo11,1371977,0,692000,3055876,1328082,,905717,0.04082950203673939,10060.327000000,0E-9,5140.119000000,23813.953000000,10348.298000000,10419.493138784945,10821385.000000000,216633.814920095,659730.000000000
2022-09-05,Geo11,968743,2158000,298000,4430416,348366,,1219500,0.040755946702134026,7103.524000000,20805.748000000,2217.425000000,34525.523000000,2714.437000000,4245.338483279505,10393005.000000000,207565.655775345,659730.000000000
2021-06-14,Geo11,1058414,817000,510000,4138985,2760164,,224272,0.035102598771413134,7761.057000000,7872.383300000,3790.098400000,32254.450000000,21506.953000000,5811.53491849948,9345711.000000000,187780.931892429,659730.000000000
2021-11-22,Geo11,2847752,2054000,878000,5364796,1715290,,2045684,0.057217161782417064,20881.775000000,19802.896000000,6521.134000000,41807.000000000,13365.388000000,13746.02271451019,14573345.000000000,291987.561896815,659730.000000000
2023-10-23,Geo11,340668,707000,1882000,3948929,2558295,,161442,0.04449534700195611,2498.024200000,6818.616700000,13986.441000000,30773.373000000,19934.008000000,20521.527212625067,13057424.000000000,259627.786286112,659730.000000000
2021-11-08,Geo11,1022675,,2441000,3626999,3080054,,3414778,0.056056883388492365,7498.992700000,0E-9,18138.977000000,28264.623000000,23999.508000000,33893.519663894156,14727506.000000000,294641.842907368,659730.000000000
2021-03-22,Geo11,1676690,2029000,1934000,4242753,3667627,,1266386,0.04810588909066946,12294.704000000,19560.660000000,14375.034000000,33063.098000000,28577.826000000,27316.78843398847,13304728.000000000,266457.113838000,659730.000000000
2023-07-24,Geo11,103332,631000,700000,2647226,909433,,812445,0.0537129388183092,757.704960000,6085.873000000,5205.006000000,20629.410000000,7086.221700000,8971.410804115303,12548145.000000000,252351.515370135,659730.000000000
